Metabolite,Reference,ID,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Group,Tissue,Title,GM,GM_Std,WM,WM_Std,N_Total,Female,Male,Age,Age_Std
Gln,2021_gajdosik_34,2,10.1002/nbm.4538,0.0,0.0,2.5918200000000002,0.08712,2.5918200000000002,0.08712,Healthy,GM,Hippocampal single-voxel MR spectroscopy with a long echo time at 3 T using semi-LASER sequence,0.659,0.023,0.289,0.036000000000000004,6.0,1.0,2.0,32.5,10.2
Gln,2021_steinegger_26,1,10.1111/adb.13027,0.0,0.0,3.7047780000000006,0.5575680000000001,3.7047780000000006,0.5575680000000001,Control,GM,Neurometabolic alterations in the nucleus accumbens of smokers assessed with H-1 magnetic resonance spectroscopy: The role of glutamate and neuroinflammation,0.8075,0.058899999999999994,0.1925,0.058899999999999994,25.0,0.0,20.0,26.3,4.27
PCh,2018_burger_185,17,10.1016/j.drugalcdep.2017.11.029,0.291,0.043,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
PCh,2018_burger_185,18,10.1016/j.drugalcdep.2017.11.029,0.308,0.032,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
PCh,2018_egerton_23,10,10.1038/s41380-018-0082-9,0.3,0.03,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,11,10.1038/s41380-018-0082-9,0.3,0.03,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,12,10.1038/s41380-018-0082-9,0.31,0.02,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,4,10.1038/s41380-018-0082-9,0.28,0.03,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,5,10.1038/s41380-018-0082-9,0.3,0.04,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,6,10.1038/s41380-018-0082-9,0.32,0.04,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
PCh,2018_plitman_273,2,10.1016/j.pscychresns.2018.01.004,0.0,0.0,0.8999999999999999,0.12375,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
PCh,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,0.9412499999999999,0.13874999999999998,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
PCh,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,0.92625,0.14250000000000002,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
PCh,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,0.374,0.049,0.2475,0.040875,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
PCh,2019_khomenko_49,1,10.1007/s11055-019-00858-1,1.05,0.11,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_khomenko_49,2,10.1007/s11055-019-00858-1,0.94,0.1,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_khomenko_49,3,10.1007/s11055-019-00858-1,0.89,0.07,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_khomenko_49,4,10.1007/s11055-019-00858-1,1.04,0.09,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_khomenko_49,5,10.1007/s11055-019-00858-1,0.96,0.09,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_khomenko_49,6,10.1007/s11055-019-00858-1,0.9,0.07,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_monnig_54,1,10.1093/alcalc/agz062,0.353,0.045,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolites on the Descending Limb of Acute Alcohol: A Preliminary 1H MRS Study.,0.0,0.0,0.0,0.0,13.0,8.0,5.0,26.4,2.8
PCh,2019_schmitz_49,1,10.1111/apt.15256,0.0,0.0,0.42374999999999996,0.05287499999999999,0.0,0.0,Control,WM,Brain metabolic alterations in patients with long-term calcineurin inhibitor therapy after liver transplantation.,0.0,0.0,0.0,0.0,32.0,17.0,15.0,58.6,7.7
PCh,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,0.67125,0.06,0.67125,0.06,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
PCh,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,0.51,0.07500000000000001,0.51,0.07500000000000001,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
PCh,2020_tran_30,2,10.1111/jon.12728,0.34,0.4,0.0,0.0,0.0,0.0,Control,WM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
PCh,2017_marjanska_354,1,10.1016/j.neuroscience.2017.04.035,0.0,0.0,0.45375,0.0463875,0.45375,0.0463875,Control,GM,Region-specific aging of the human brain as evidenced by neurochemical profiles measured noninvasively in the posterior cingulate cortex and the occipital lobe using (1)H magnetic resonance spectroscopy at 7T.,0.61,0.041231,0.228,0.037108,17.0,10.0,7.0,21.0,1
PCh,2017_suri_152,1,10.1016/j.neuroimage.2017.03.031,0.154,0.009,0.0,0.0,0.0,0.0,Control,GM,Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex.,0.6,0.03,0.23,0.03,30.0,13.0,17.0,23.87,4.95
PCh,2018_egerton_23,7,10.1038/s41380-018-0082-9,0.25,0.03,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,8,10.1038/s41380-018-0082-9,0.24,0.03,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,9,10.1038/s41380-018-0082-9,0.23,0.03,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.65,0.03,0.12,0.03,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,1,10.1038/s41380-018-0082-9,0.26,0.04,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,2,10.1038/s41380-018-0082-9,0.24,0.03,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
PCh,2018_egerton_23,3,10.1038/s41380-018-0082-9,0.24,0.02,0.0,0.0,0.0,0.0,Control,GM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.66,0.03,0.11,0.04,60.0,0.0,0.0,29.0,0
PCh,2018_ford_10,4,10.3390/nu10121860,0.0,0.0,0.5325,0.015,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7181000000000001,0.038,0.2357,0.0458,14.0,10.0,4.0,43.0,0
PCh,2018_ford_10,2,10.3390/nu10121860,0.0,0.0,0.5175,0.015,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7239,0.0435,0.23550000000000001,0.0489,17.0,11.0,6.0,43.0,0
PCh,2018_shakory_43,1,10.1038/s41386-018-0163-0,0.0,0.0,0.89625,0.09375,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,31.0,18.0,13.0,22.2,3.1
PCh,2019_khomenko_49,7,10.1007/s11055-019-00858-1,0.98,0.1,0.0,0.0,0.0,0.0,Control,GM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_khomenko_49,8,10.1007/s11055-019-00858-1,0.89,0.07,0.0,0.0,0.0,0.0,Control,GM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_khomenko_49,9,10.1007/s11055-019-00858-1,0.77,0.07,0.0,0.0,0.0,0.0,Control,GM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
PCh,2019_reid_45,1,10.1093/schbul/sbx190,0.0,0.0,0.48750000000000004,0.06375,0.0,0.0,Control,GM,7T Proton Magnetic Resonance Spectroscopy of the Anterior Cingulate Cortex in First-Episode Schizophrenia.,0.7140000000000001,0.078,0.254,0.077,21.0,5.0,16.0,23.5,4.5
PCh,2019_sheth_248,3,10.1016/j.jad.2019.01.037,0.29,0.03,0.23249999999999998,0.0,0.0,0.0,Control,GM,Reduced gamma-amino butyric acid (GABA) and glutamine in the anterior cingulate cortex (ACC) of veterans exposed to trauma.,0.703,0.03,0.297,0.037000000000000005,28.0,4.0,24.0,35.4,8.6
PCh,2020_lind_40,1,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,0.54,0.06,0.54,0.06,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.64669,0.0,0.23431000000000002,0.0,20.0,10.0,10.0,22.6,2.37
PCh,2020_lind_40,10,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,0.5775,0.08625000000000001,0.5775,0.08625000000000001,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.6731999999999999,0.0,0.3268,0.0,20.0,10.0,10.0,22.6,2.37
PCh,2020_sheth_123,2,10.1152/jn.00765.2019,0.0,0.0,0.21375,0.01125,0.0,0.0,Control,GM,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,0.6990000000000001,0.028999999999999998,0.3,0.028999999999999998,26.0,0.0,0.0,34.3,9.2
PCh,2020_tran_30,1,10.1111/jon.12728,0.2,0.02,0.0,0.0,0.0,0.0,Control,GM,Brain MR Spectroscopy Markers of Encephalopathy Due to Nonalcoholic Steatohepatitis.,0.0,0.0,0.0,0.0,16.0,6.0,10.0,57.8,11.7
PCh,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,0.675,0.037500000000000006,0.675,0.037500000000000006,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
PCh,2021_bednarik_15,2,10.3389/fnins.2021.609485,0.0,0.0,0.675,0.037500000000000006,0.675,0.037500000000000006,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7340000000000001,0.018000000000000002,0.17800000000000002,0.032,12.0,0.0,12.0,26.0,5
PCh,2021_steinegger_26,1,10.1111/adb.13027,0.0,0.0,1.09125,0.1275,1.09125,0.1275,Control,GM,Neurometabolic alterations in the nucleus accumbens of smokers assessed with H-1 magnetic resonance spectroscopy: The role of glutamate and neuroinflammation,0.8075,0.058899999999999994,0.1925,0.058899999999999994,25.0,0.0,20.0,26.3,4.27
GPC,2018_burger_185,17,10.1016/j.drugalcdep.2017.11.029,0.291,0.043,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
GPC,2018_burger_185,18,10.1016/j.drugalcdep.2017.11.029,0.308,0.032,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
GPC,2018_egerton_23,10,10.1038/s41380-018-0082-9,0.3,0.03,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
GPC,2018_egerton_23,11,10.1038/s41380-018-0082-9,0.3,0.03,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
GPC,2018_egerton_23,12,10.1038/s41380-018-0082-9,0.31,0.02,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
GPC,2018_egerton_23,4,10.1038/s41380-018-0082-9,0.28,0.03,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
GPC,2018_egerton_23,5,10.1038/s41380-018-0082-9,0.3,0.04,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
GPC,2018_egerton_23,6,10.1038/s41380-018-0082-9,0.32,0.04,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.1,0.06,0.9,0.06,60.0,0.0,0.0,29.0,0
GPC,2018_plitman_273,2,10.1016/j.pscychresns.2018.01.004,0.0,0.0,0.5625,0.07734375,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
GPC,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,0.58828125,0.08671874999999998,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
GPC,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,0.57890625,0.08906250000000002,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
GPC,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,0.374,0.049,0.1546875,0.025546875,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
GPC,2019_khomenko_49,1,10.1007/s11055-019-00858-1,1.05,0.11,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
GPC,2019_khomenko_49,2,10.1007/s11055-019-00858-1,0.94,0.1,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
GPC,2019_khomenko_49,3,10.1007/s11055-019-00858-1,0.89,0.07,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
GPC,2019_khomenko_49,4,10.1007/s11055-019-00858-1,1.04,0.09,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
GPC,2019_khomenko_49,5,10.1007/s11055-019-00858-1,0.96,0.09,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
GPC,2019_khomenko_49,6,10.1007/s11055-019-00858-1,0.9,0.07,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolism in Patients with Cognitive Disorders: a Combined Magnetic Resonance Spectroscopy and Positron Emission Tomography Study,0.0,0.0,0.0,0.0,10.0,8.0,2.0,54.5,8.1
GPC,2019_monnig_54,1,10.1093/alcalc/agz062,0.353,0.045,0.0,0.0,0.0,0.0,Control,WM,Cerebral Metabolites on the Descending Limb of Acute Alcohol: A Preliminary 1H MRS Study.,0.0,0.0,0.0,0.0,13.0,8.0,5.0,26.4,2.8
GPC,2019_schmitz_49,1,10.1111/apt.15256,0.0,0.0,0.26484375,0.033046874999999996,0.0,0.0,Control,WM,Brain metabolic alterations in patients with long-term calcineurin inhibitor therapy after liver transplantation.,0.0,0.0,0.0,0.0,32.0,17.0,15.0,58.6,7.7
GPC,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,0.41953125,0.0375,0.41953125,0.0375,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
GPC,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,0.31875,0.04687500000000001,0.31875,0.04687500000000001,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
